Study,Prev Score,Sleep,Practice Tests,New Score
5,54,4,4,49
5,74,6,4,83
3,64,4,3,65
4,94,4,5,83
4,48,3,3,46
3,56,4,4,48
3,60,3,3,59
5,99,5,6,94
3,52,4,3,44
4,42,2,0,42
3,43,4,2,46
2,43,4,2,31
5,82,4,5,79
5,67,3,3,68
2,46,3,-1,38
2,65,2,2,55
3,50,5,4,47
3,63,3,4,64
6,82,5,6,77
2,49,3,1,34
5,76,6,6,70
4,52,4,2,39
4,83,5,7,88
5,81,5,7,85
6,78,6,6,79
2,58,4,2,54
5,90,6,5,92
3,58,3,2,49
2,51,4,1,51
5,91,4,7,100
5,61,3,3,60
5,86,7,8,88
5,76,3,4,81
6,95,4,7,94
5,69,5,2,68
6,85,4,6,92
5,51,3,3,55
3,68,3,4,61
4,60,3,4,53
4,50,2,2,42
5,99,6,8,100
6,76,6,5,84
5,87,4,5,96
6,97,4,5,88
5,57,3,3,52
4,83,5,7,76
5,98,5,6,93
4,66,4,3,71
4,76,5,4,77
4,87,6,5,77
2,51,3,3,44
4,62,5,5,65
4,73,3,4,64
4,77,4,5,77
5,62,5,2,57
5,92,5,7,98
3,64,3,3,62
3,43,4,2,31
6,69,6,4,68
3,69,4,3,60
3,52,4,3,37
3,81,4,5,87
4,88,4,7,79
4,53,3,3,38
5,95,7,7,100
7,86,7,6,98
4,47,2,1,44
7,94,8,9,92
5,63,4,3,62
2,57,3,1,49
4,74,4,4,77
3,64,5,3,63
3,56,5,2,48
6,71,6,4,69
6,95,6,5,100
5,63,3,6,63
4,46,2,2,43
3,52,2,0,36
4,66,5,3,57
5,87,4,4,76
3,44,3,1,38
4,75,6,4,66
3,65,3,2,55
5,81,4,5,81
6,84,5,5,75
3,70,5,5,59
5,49,5,3,38
5,85,5,6,85
3,65,4,4,65
4,61,5,3,54
4,51,4,2,46
5,71,5,5,66
4,66,5,3,68
4,72,3,5,74
6,92,6,6,92
6,91,5,7,93
2,59,4,3,48
5,78,6,5,84
4,80,6,6,81
4,79,4,5,71
8,98,7,8,100
4,52,3,2,37
5,53,3,2,49
5,83,4,6,78
6,79,5,6,83
6,92,6,7,100
3,61,3,3,62
5,57,5,4,48
6,87,5,6,94
5,68,5,3,60
6,82,4,5,77
5,55,5,3,53
5,85,6,5,77
5,74,6,7,72
5,92,6,7,91
5,73,5,4,66
4,42,2,1,31
2,43,4,3,43
9,93,9,7,99
1,44,1,1,40
3,49,3,3,48
6,91,5,6,94
3,68,3,4,69
6,71,4,6,67
6,70,5,4,68
4,41,2,2,25
2,51,4,1,51
3,66,4,3,54
2,44,1,0,30
6,76,6,5,80
4,66,3,4,53
4,62,3,3,67
4,72,6,5,77
2,43,2,3,40
7,98,5,7,100
4,60,4,4,57
4,63,3,3,56
6,83,4,4,79
6,70,5,6,73
4,83,4,6,77
5,87,5,6,86
4,63,2,1,57
4,88,4,4,80
6,92,7,7,90
3,49,4,4,50
4,88,5,5,97
6,88,6,6,91
5,89,5,7,98
4,41,3,3,40
5,70,5,3,77
3,64,3,2,58
5,43,3,3,47
5,90,5,6,88
4,50,5,2,39
4,56,3,2,41
4,83,6,7,83
3,41,3,1,34
1,45,2,-1,23
4,48,4,2,40
2,44,2,1,29
3,59,4,2,51
3,68,5,4,61
3,60,4,2,62
3,48,2,1,36
4,67,5,5,69
5,94,6,6,100
2,47,4,1,34
3,70,4,4,69
3,59,3,4,52
4,66,4,4,69
4,47,3,2,44
5,93,6,9,100
4,60,3,2,64
5,67,5,3,57
4,62,5,2,52
2,45,3,1,26
3,42,1,0,29
3,44,3,1,46
3,48,3,2,31
4,46,2,3,33
7,99,7,7,100
3,43,3,2,36
5,78,4,5,74
2,44,2,-1,27
3,50,3,3,36
3,54,3,3,52
4,73,4,6,70
5,52,4,4,56
6,93,6,4,98
6,87,7,7,81
3,46,3,1,47
5,79,5,6,74
4,45,4,3,32
8,95,7,9,97
4,78,3,3,72
5,89,7,7,83
3,69,3,3,56
4,61,5,2,54
5,64,4,3,65
5,67,4,3,58
7,93,8,8,90
3,59,2,2,58
4,78,4,4,76
2,42,4,1,37
4,44,4,1,29
3,40,3,1,24
3,54,2,2,52
3,65,4,5,52
3,42,2,2,24
4,79,6,4,69
7,96,7,9,93
6,80,6,7,79
4,86,5,6,95
4,81,5,6,71
5,73,4,3,76
9,91,7,7,90
4,44,4,0,40
3,70,4,3,74
5,90,7,8,88
4,52,3,3,44
4,82,6,6,81
2,40,3,1,21
3,61,5,3,49
4,54,3,3,51
5,65,5,3,70
3,57,4,1,60
4,87,6,7,95
3,48,4,3,52
3,40,2,3,23
6,82,4,5,91
2,48,2,2,45
4,62,3,5,57
4,82,4,7,85
4,84,4,5,83
5,97,5,7,90
3,41,2,1,35
4,53,4,3,59
5,77,4,7,76
5,79,6,5,80
3,57,2,3,53
5,55,3,5,43
6,92,6,5,93
3,68,4,5,70
6,83,5,4,82
3,50,4,2,53
5,45,3,3,47
3,42,4,1,38
4,53,3,2,54
6,99,7,6,100
1,41,2,1,20
6,71,5,4,61
5,70,4,4,72
2,50,2,3,44
4,61,4,3,65
3,42,3,0,40
5,89,6,7,89
4,70,5,6,75
5,72,4,6,80
3,63,5,3,54
3,40,4,2,44
6,83,4,4,86
5,54,5,5,57
6,76,6,6,70
5,66,4,4,58
5,77,3,4,65
5,87,5,5,92
4,66,3,2,63
6,83,4,5,76
2,51,2,3,41
2,42,1,-1,23
4,69,6,5,77
4,71,5,5,62
3,62,4,3,64
3,41,4,3,37
2,46,3,1,44
3,73,4,3,68
5,71,5,3,67
6,92,4,7,100
4,78,4,7,68
5,71,4,3,61
4,82,4,3,87
4,82,5,4,70
5,53,5,4,62
4,42,4,1,46
6,85,4,4,79
5,71,5,6,64
5,82,5,4,87
6,75,6,7,72
3,56,3,2,39
4,87,5,5,93
2,42,4,2,26
5,96,6,6,97
2,49,3,2,46
6,92,7,8,97
5,86,6,5,83
5,79,4,7,81
3,57,3,1,58
4,42,2,3,29
4,78,4,4,85
2,49,2,2,44
5,91,7,8,89
5,48,3,3,37
5,85,6,6,96
6,94,5,7,96
3,85,5,3,81
3,50,3,4,45
5,99,6,8,100
4,72,6,4,71
5,75,4,5,66
3,65,5,3,64
4,66,2,3,50
4,77,5,5,83
5,61,5,4,63
4,65,5,5,69
5,61,3,3,47
4,44,4,1,28
3,74,5,4,77
4,41,2,3,37
5,74,6,5,69
1,48,2,-1,40
6,90,7,8,98
6,90,6,6,100
4,88,4,6,91
2,57,4,2,42
5,82,5,6,89
2,51,4,0,44
2,42,3,1,43
3,57,3,3,61
9,95,9,9,100
3,77,3,5,75
2,46,4,2,34
3,72,5,2,58
3,45,2,2,34
4,57,4,3,54
6,84,4,6,76
4,61,5,4,69
6,90,6,8,97
5,78,4,5,85
6,90,6,5,89
2,48,2,1,31
5,74,5,5,79
5,62,5,3,57
2,51,2,1,34
4,91,4,6,100
3,63,5,4,57
5,89,6,6,90
6,79,5,5,81
2,48,3,1,33
3,52,2,3,52
5,79,6,6,83
6,93,6,6,99
4,81,5,6,72
4,56,3,2,49
4,46,3,1,39
4,56,3,4,49
5,94,5,6,88
4,89,5,5,80
3,63,2,1,50
2,41,1,-1,21
4,74,5,3,61
5,67,4,3,67
4,58,4,4,56
3,72,3,3,62
4,60,4,4,66
4,92,6,6,83
4,49,2,2,48
6,92,4,5,99
6,85,5,8,90
4,84,4,5,84
2,48,2,1,42
6,77,6,5,77
2,45,4,2,39
4,90,6,6,96
5,92,6,5,93
5,81,6,7,90
4,94,5,6,100
3,74,3,4,71
4,57,3,3,56
4,92,6,6,89
4,58,4,4,52
3,44,4,3,42
5,64,4,3,62
3,50,4,3,48
4,49,3,1,42
3,56,4,2,58
4,75,4,6,66
2,65,4,1,53
4,70,5,2,68
5,71,5,5,66
5,60,5,2,48
4,57,5,3,64
5,99,5,5,100
5,57,3,3,47
3,40,4,2,44
3,53,3,2,37
5,47,5,4,40
4,41,2,2,37
6,90,4,5,85
4,54,5,2,57
8,99,8,8,100
5,73,4,4,74
4,75,4,5,70
3,40,3,1,41
4,90,5,5,84
4,60,3,2,62
6,81,5,5,78
3,40,2,1,40
4,71,4,3,60
2,59,4,2,62
6,93,5,5,100
4,86,4,5,94
3,75,3,4,79
5,78,5,5,83
4,69,4,6,65
5,46,3,3,41
3,61,3,4,58
9,96,7,9,100
6,89,6,8,100
6,84,6,7,85
4,49,4,3,43
5,95,6,7,89
2,47,2,0,43
3,66,3,4,61
5,49,5,4,41
4,53,3,2,50
6,85,5,6,96
7,98,6,6,95
6,91,5,6,88
4,93,4,7,98
4,50,3,2,42
4,45,2,2,45
3,60,3,4,57
4,72,5,3,70
4,58,4,2,61
3,78,3,3,78
4,63,3,2,53
4,57,4,5,47
5,74,5,4,79
5,91,6,7,97
5,82,4,6,76
6,76,5,6,73
3,58,4,3,50
6,92,4,6,83
3,63,3,2,54
6,95,6,7,100
4,73,3,4,70
5,61,4,2,67
2,43,3,1,27
4,96,4,5,93
4,49,4,2,50
3,41,2,3,33
2,47,3,1,31
5,72,4,3,71
9,98,9,7,100
4,77,5,4,67
5,82,4,7,76
5,98,6,6,100
5,67,5,4,64
4,49,3,2,48
4,84,5,7,84
2,40,2,1,26
4,73,5,4,77
3,42,3,3,27
4,48,2,3,35
4,44,2,0,44
5,81,6,5,88
4,49,3,1,40
2,51,4,0,32
4,57,5,5,66
4,97,5,6,99
3,60,3,1,59
4,60,3,1,51
2,40,3,2,24
4,42,2,0,39
4,44,4,2,40
3,64,3,1,50
6,97,4,6,100
6,88,5,7,91
5,47,5,3,35
3,56,3,2,41
2,48,4,2,43
5,71,3,3,69
3,45,2,2,31
6,88,4,6,87
6,79,4,6,88
2,60,4,1,47
4,46,3,1,45
3,46,4,2,42
6,86,5,5,83
3,78,5,5,73
4,93,5,5,88
4,66,5,6,74
3,47,3,1,49
2,48,3,1,40
5,67,5,5,62
4,54,4,2,47
3,41,3,-1,41
2,46,3,3,33
4,86,6,5,87
4,57,4,2,58
5,61,4,3,55
7,89,5,6,94
5,49,3,2,43
7,93,5,8,100
6,89,4,5,84
5,72,5,4,61
2,46,4,1,33
4,42,3,2,39
4,53,4,2,52
6,83,5,7,76
5,85,5,5,78
6,75,4,6,80
3,52,3,1,39
4,55,5,4,44
5,55,5,2,62
6,93,4,5,97
4,44,2,0,26
6,91,6,6,100
3,64,5,3,61
6,77,6,5,83
5,77,5,6,87
6,89,6,4,81
5,77,6,6,75
6,78,5,7,75
6,95,7,6,100
4,95,5,7,93
5,87,4,7,95
6,80,4,7,78
2,65,3,1,61
5,98,6,6,96
3,52,2,0,48
5,83,4,4,78
5,90,4,7,91
6,65,4,6,62
5,94,6,7,89
7,94,5,6,100
3,40,2,1,27
2,47,2,3,31
3,43,3,1,45
3,60,5,3,66
2,61,2,2,54
5,90,5,6,97
6,92,6,5,93
4,97,5,7,92
5,76,6,4,80
5,88,5,5,97
2,42,4,2,36
4,58,3,1,46
3,40,3,0,21
5,68,3,4,55
3,62,5,3,55
3,72,4,3,58
5,94,5,6,86
5,91,6,6,85
5,80,3,3,66
5,62,4,4,51
3,44,2,1,34
3,46,3,1,36
6,96,6,6,100
7,97,7,8,93
2,45,3,3,43
6,88,5,6,86
3,61,5,4,49
6,88,6,7,99
2,52,4,1,54
3,51,4,3,46
4,43,3,4,37
2,47,2,0,32
4,76,6,5,86
6,70,5,5,71
5,76,6,6,69
4,84,4,5,92
4,65,4,6,59
4,82,4,5,81
2,47,4,2,46
5,79,5,4,78
6,72,5,6,65
4,84,5,7,94
3,68,5,6,73
2,44,3,1,30
5,67,4,2,72
6,92,7,8,98
6,79,5,6,75
3,56,5,2,55
4,94,4,6,90
5,62,4,4,55
4,84,6,6,82
2,48,4,1,31
3,41,3,1,35
5,71,3,2,74
4,90,5,6,97
5,91,5,4,81
7,88,5,8,94
5,70,4,2,68
5,46,4,4,52
4,69,4,4,66
6,97,4,7,90
2,42,2,0,35
6,90,5,6,91
6,90,4,6,94
4,95,6,5,97
3,48,4,1,49
3,49,4,3,44
4,85,4,6,80
5,89,6,7,86
8,97,7,8,95
5,86,4,6,93
6,65,5,6,65
3,40,4,3,38
4,69,5,4,58
5,96,7,8,94
5,77,5,4,72
3,54,5,4,45
3,64,4,4,51
3,45,4,1,37
2,57,2,3,45
2,40,3,-1,32
5,95,5,9,96
4,42,3,1,32
3,56,3,3,40
4,87,5,7,91
4,47,4,2,40
5,99,7,6,100
5,88,6,6,91
3,79,4,5,76
3,56,4,5,46
5,64,3,5,56
5,80,3,4,70
3,51,2,3,40
6,68,6,5,63
5,64,5,2,53
5,90,7,7,95
4,75,5,5,64
4,92,5,6,92
9,93,8,8,100
5,64,4,3,63
3,68,4,4,62
3,50,3,2,52
5,99,7,8,100
2,43,2,3,31
4,53,4,4,55
6,85,6,6,98
4,77,5,3,76
4,56,5,4,49
3,41,4,1,34
5,47,5,3,46
4,75,4,3,66
3,49,4,3,41
4,46,4,0,40
3,75,4,4,73
2,55,3,1,45
4,53,4,1,52
4,55,3,3,55
2,64,2,2,58
6,80,4,7,83
3,43,3,1,39
4,68,4,2,66
5,95,7,8,91
4,45,2,1,44
4,40,2,0,38
3,78,5,4,68
2,40,2,1,24
6,90,4,4,91
6,79,6,7,74
4,96,4,7,92
2,42,2,2,42
2,40,2,2,33
2,40,2,1,22
3,78,5,5,67
3,60,2,1,44
7,84,7,8,80
4,69,3,4,62
5,71,6,6,81
4,72,4,4,60
4,87,5,5,92
3,61,3,4,50
4,69,4,4,61
7,93,6,8,95
4,85,6,7,86
3,43,3,2,32
4,62,4,3,58
6,94,6,6,100
6,83,4,5,90
3,64,3,5,58
4,51,3,0,35
5,56,3,4,49
5,92,5,8,94
3,54,2,3,41
2,49,2,1,39
5,74,3,3,77
5,94,4,5,85
7,91,7,7,92
5,91,4,5,99
3,68,4,2,72
2,51,2,2,47
1,40,3,-1,34
4,40,3,1,34
2,49,3,2,34
3,57,4,2,56
5,86,5,6,90
2,41,2,1,36
6,88,6,6,84
3,47,3,-1,45
4,61,3,2,55
3,61,5,3,58
5,65,4,3,57
3,65,3,3,53
3,48,5,4,47
5,60,5,2,48
5,70,3,3,58
4,91,5,6,93
5,82,6,5,85
2,45,2,1,25
6,95,4,5,86
4,53,3,1,51
4,72,6,5,77
4,46,3,1,39
4,63,2,1,65
2,48,3,3,40
4,50,3,2,53
4,95,5,7,100
4,62,4,3,62
6,87,6,7,95
5,90,6,4,85
4,41,2,2,37
2,54,3,1,54
5,74,5,3,65
6,75,5,4,71
6,91,4,7,97
7,93,7,6,99
5,67,6,5,71
4,78,5,6,86
4,83,5,3,86
2,43,2,0,32
3,49,3,1,46
2,45,4,0,36
5,96,5,6,89
5,69,5,4,73
6,93,5,7,96
6,85,6,5,97
5,74,5,5,67
5,88,4,5,78
5,82,4,5,87
5,49,3,4,48
6,97,7,8,100
6,92,7,6,95
4,71,3,2,56
4,81,5,5,78
5,81,4,6,81
3,42,3,2,26
5,95,4,6,97
4,65,4,5,60
2,54,3,3,54
3,56,4,3,44
3,66,5,5,71
4,57,4,4,46
6,90,6,6,100
4,58,3,4,51
2,51,2,2,34
5,63,4,3,70
2,44,4,2,42
4,63,3,4,68
5,66,5,3,56
6,87,5,7,81
3,69,4,3,74
2,54,3,3,50
4,86,6,6,81
6,98,5,8,95
5,77,4,6,67
4,83,5,6,91
6,73,6,6,69
4,66,3,5,55
5,59,3,4,56
6,80,4,6,90
5,71,3,3,76
2,43,3,3,34
3,44,5,4,43
5,92,6,8,90
9,97,9,8,97
2,47,3,1,44
2,61,2,3,63
5,81,5,6,90
4,46,2,1,32
4,61,4,4,57
5,85,4,8,78
3,69,3,3,53
5,76,4,5,85
3,55,3,2,58
5,54,4,3,61
4,44,3,4,44
2,42,2,0,38
4,62,4,1,56
4,49,3,4,43
4,44,2,1,40
4,62,5,6,59
4,54,3,4,57
3,57,3,1,40
4,64,4,5,56
2,47,2,3,35
5,70,4,4,65
2,60,3,1,45
3,41,3,0,39
3,61,3,5,48
4,47,3,1,31
5,62,3,3,59
5,71,3,4,64
4,47,3,1,42
2,43,4,3,43
4,69,4,4,67
2,58,4,2,51
5,62,5,3,61
2,57,3,1,39
4,92,4,5,90
2,68,3,3,64
3,62,4,4,52
3,72,4,4,60
9,91,7,7,99
6,86,6,5,97
4,57,5,4,51
5,93,5,6,100
5,83,4,6,79
3,72,4,2,59
4,46,5,4,38
6,90,5,4,92
5,67,4,4,75
2,40,1,1,39
8,95,9,7,100
4,78,3,3,75
5,73,5,5,73
4,78,5,5,78
5,58,5,5,68
4,70,3,2,58
3,52,4,0,54
4,96,5,5,86
3,63,3,4,62
4,44,2,1,46
4,62,5,3,68
3,58,2,3,51
2,40,3,-1,35
4,72,6,6,67
7,98,9,7,94
5,89,4,5,93
5,95,5,8,97
5,72,4,4,67
6,71,4,5,81
5,98,6,6,100
4,67,3,3,70
4,76,3,5,65
5,80,4,5,83
2,51,2,2,40
2,48,2,1,48
5,89,7,6,89
6,94,5,7,92
2,50,2,2,37
4,72,3,5,70
4,58,2,1,44
4,93,6,6,98
5,96,4,8,100
4,81,4,3,83
6,73,6,6,76
2,46,4,2,45
5,70,4,5,73
4,91,5,6,87
2,41,4,2,42
4,58,5,4,49
4,77,4,5,71
5,71,3,3,77
3,49,2,1,42
4,80,4,5,82
2,47,4,1,32
5,65,3,4,58
6,69,6,4,69
4,50,3,3,49
6,80,5,6,74
5,59,3,3,46
6,99,7,8,100
2,59,3,3,57
4,48,4,1,49
3,47,4,2,33
5,99,5,6,100
3,54,3,3,47
5,73,4,2,77
2,63,2,2,54
4,72,4,7,76
5,80,4,5,86
6,80,5,5,82
6,84,5,6,79
4,79,4,6,81
4,66,3,3,55
3,60,5,4,47
3,44,2,3,29
6,74,6,5,77
5,60,4,2,51
1,43,1,1,30
6,88,6,5,93
6,87,6,8,83
2,55,3,1,47
4,96,5,5,98
4,70,5,3,72
4,65,4,4,64
4,91,4,6,80
3,74,3,3,69
3,45,4,2,45
5,72,5,5,75
4,60,2,2,53
4,55,4,1,59
4,86,5,6,93
6,78,6,5,83
5,73,4,5,69
6,81,5,7,83
4,96,5,5,86
6,99,6,8,96
4,54,4,2,58
4,45,4,3,38
2,41,4,1,42
4,63,3,4,68
4,95,6,5,100
4,88,6,5,84
5,67,3,4,65
4,40,4,2,44
3,40,3,1,42
5,67,4,3,67
4,75,5,4,70
4,59,4,3,65
4,87,5,4,81
5,47,4,4,45
4,40,3,3,36
5,65,5,4,71
7,90,9,8,86
4,82,6,6,85
5,88,5,7,95
4,64,5,4,71
4,49,4,0,48
2,51,4,2,36
5,80,6,5,74
3,46,3,1,30
5,51,5,2,52
4,86,5,6,84
5,79,5,5,74
2,56,4,2,52
3,44,4,1,39
3,53,3,2,44
4,73,4,5,67
7,87,5,6,84
5,56,3,4,50
6,74,6,5,68
4,94,5,6,85
2,40,3,3,25
4,98,4,5,100
6,89,5,6,92
6,89,6,6,82
6,75,4,6,76
2,54,4,1,38
7,99,6,7,100
3,58,3,5,51
6,90,4,5,97
6,81,4,7,79
2,44,2,0,31
3,58,4,4,54
6,82,5,6,84
4,78,3,4,81
3,44,3,3,44
6,91,7,6,96
4,51,2,1,44
4,58,2,1,43
6,86,5,4,85
5,51,4,3,57
3,75,4,3,68
4,51,3,2,52
2,57,4,1,41
4,88,5,7,91
5,90,5,6,94
7,87,6,6,100
6,82,4,5,74
5,73,4,5,68
5,87,6,6,80
4,72,5,3,60
5,88,4,5,85
5,57,5,4,52
6,96,7,8,98
5,68,4,6,62
4,84,6,4,73
4,44,3,2,31
3,64,4,5,58
5,63,4,4,60
3,68,4,3,60
5,98,5,8,93
4,77,5,4,68
3,72,4,4,62
3,49,3,2,46
6,76,6,6,85
5,99,7,6,100
3,72,3,3,61
4,62,5,4,52
5,97,5,6,100
3,50,2,1,42
3,63,3,4,52
4,63,3,3,50
2,46,2,2,29
6,89,4,5,87
3,60,4,4,51
5,59,3,3,62
7,92,7,6,100
3,49,4,1,49
4,64,3,5,71
4,86,6,6,96
3,75,5,4,65
5,87,7,8,99
4,86,4,4,90
5,54,5,4,53
6,83,7,6,86
5,79,5,3,83
4,79,4,5,83
5,89,5,7,88
3,45,5,2,37
5,76,5,3,68
4,41,4,2,39
3,51,5,2,41
6,97,5,7,90
2,43,3,1,31
3,62,5,5,58
4,52,3,2,39
2,56,4,1,54
5,70,4,4,68
5,55,3,4,44
5,80,4,4,68
5,65,4,4,66
5,67,3,4,55
1,40,2,1,32
4,86,5,4,85
4,51,2,2,48
5,76,6,4,82
7,94,6,8,98
7,95,5,6,88
5,89,5,5,80
4,59,4,1,50
1,41,3,-1,26
4,75,5,6,71
2,54,2,1,43
5,77,4,3,68
3,61,5,5,66
4,83,5,3,80
4,89,5,4,91
4,71,5,4,67
5,98,7,8,100
5,59,5,5,49
5,75,5,3,72
5,72,4,3,69
2,54,4,1,49
6,89,6,6,82
5,85,6,4,79
3,42,2,1,32
5,68,5,4,74
4,86,5,6,89
5,66,3,4,60
2,44,2,2,25
5,98,5,5,100
8,95,7,7,100
4,70,4,5,74
4,61,3,2,60
5,74,5,6,72
5,93,6,6,100
4,46,2,2,33
4,45,4,1,48
4,65,3,3,55
5,93,5,8,100
3,40,1,1,29
5,58,3,3,49
2,46,4,0,37
5,75,6,6,74
5,51,5,2,46
4,59,3,4,60
3,62,3,3,57
5,64,4,4,72
4,69,3,5,64
7,98,8,9,100
4,68,5,3,75
4,70,4,5,70
3,57,3,3,53
3,80,3,5,75
3,58,3,3,46
9,93,7,7,90
1,43,1,1,36
4,40,3,2,38
4,80,4,3,85
4,98,6,5,100
5,54,4,2,41
6,93,5,7,91
2,47,4,3,39
5,54,4,2,60
3,54,5,2,47
4,89,4,6,96
5,78,3,4,71
3,61,4,3,56
2,57,4,1,55
3,55,3,2,51
4,41,3,1,36
4,75,5,5,71
5,59,5,2,52
2,55,3,2,37
3,42,4,1,41
7,95,6,6,97
3,69,3,3,58
5,94,5,7,97
2,41,1,0,27
4,74,6,5,65
5,65,3,3,66
6,96,5,8,100
3,44,4,2,43
3,41,2,1,22
7,90,5,6,90
5,95,6,8,92
4,59,3,4,64
4,73,5,4,68
6,73,4,4,74
9,93,7,8,100
6,95,6,6,100
6,94,5,7,88
2,59,2,2,59
6,89,6,7,98
5,64,3,5,58
4,59,3,3,57
5,64,3,4,55
4,92,5,7,100
4,53,4,4,50
6,99,5,7,100
7,86,5,6,84
3,83,5,3,81
4,82,6,4,76
5,82,4,6,88
6,78,4,6,88
3,51,2,2,44
6,87,5,7,98
4,44,3,2,47
2,41,4,2,36
4,93,6,6,100
5,55,4,5,47
4,94,5,6,93
3,69,3,4,73
6,86,5,7,86
5,82,5,6,93
4,77,4,5,82
4,84,5,5,79
6,90,7,6,93
3,81,3,3,76
4,63,3,2,67
5,90,5,7,87
4,69,3,3,56
5,76,5,6,72
7,96,5,7,100
7,98,9,7,100
6,92,6,5,100
5,78,4,7,81
4,50,2,3,50
3,53,2,1,34
4,62,5,3,54
4,92,4,5,83
4,55,3,2,43
6,89,7,8,100
2,60,4,1,51
6,94,5,8,100
5,94,5,5,97
4,43,4,0,45
4,72,5,6,68
7,93,7,9,100
5,86,5,5,91
4,53,3,2,53
4,58,5,3,50
6,98,7,6,100
1,44,2,-1,34
4,75,4,6,75
4,70,5,4,63
5,84,5,7,89
2,57,3,4,42
4,83,6,5,78
4,70,3,3,62
5,94,5,6,88
3,69,5,4,71
3,60,4,2,60
4,86,6,5,90
5,69,6,5,73
5,94,6,6,96
6,80,6,6,78
4,43,4,3,45
2,44,2,1,31
4,80,5,6,81
3,84,3,6,74
3,49,2,2,41
3,66,5,4,60
2,55,2,3,57
3,69,3,5,58
4,52,3,1,43
4,75,4,7,66
4,60,4,5,50
6,84,6,6,86
5,92,4,6,86
5,79,4,5,84
5,84,6,6,94
3,54,4,4,40
5,59,4,3,59
5,59,3,4,61
6,84,5,6,77
6,94,6,6,88
7,98,7,7,100
3,44,3,1,39
5,93,5,8,90
5,93,7,7,95
8,99,8,9,100
5,71,5,6,68
2,45,1,1,41
6,69,5,6,63
6,65,5,4,69
4,76,3,4,79
2,52,2,1,47
5,68,4,3,68
3,44,4,0,44
4,64,4,5,72
5,52,5,4,56
3,63,4,5,57
5,70,6,4,71
4,59,3,5,56
4,94,5,7,98
4,47,2,1,29
6,99,4,6,100
2,48,3,1,33
5,60,5,3,68
5,90,3,6,91
5,59,3,4,52
4,54,5,4,44
6,65,6,4,71
6,93,5,7,100
5,81,3,6,87
3,50,3,2,43
3,76,4,5,69
4,80,5,5,71
4,50,3,3,40
3,66,4,4,52
4,69,3,4,69
4,58,2,2,54
4,73,4,4,76
6,77,4,6,80
4,62,5,3,56
4,92,4,6,96
2,40,3,-1,34
2,42,3,2,33
2,42,3,0,28
4,67,4,3,64
5,53,4,4,45
8,91,7,9,100
3,69,2,3,70
6,97,6,7,100
5,93,4,5,93
2,44,3,1,28
5,88,6,6,97
5,54,5,2,60
4,77,5,4,81
3,53,5,4,53
4,53,3,1,44
5,96,6,9,100
8,98,8,9,96
4,88,5,6,89
4,47,5,3,41
1,47,2,0,43
5,58,5,3,61
5,71,4,3,70
5,70,3,3,56
5,68,3,4,72
3,80,3,4,71
5,50,4,4,54
4,84,6,5,94
4,52,2,2,49
5,66,4,3,62
7,95,7,9,92
3,58,3,4,51
3,65,4,4,66
6,92,6,6,86
4,90,4,4,79
6,76,4,5,76
5,87,6,5,81
4,48,4,2,48
3,67,3,2,65
5,71,4,2,69
5,91,5,6,89
6,93,4,5,92
4,42,4,0,42
5,90,6,6,100
5,71,6,6,68
3,44,4,1,46
4,47,4,4,44
2,53,3,3,54
6,95,6,7,98
1,42,1,0,27
3,63,5,3,58
3,52,3,3,49
4,82,4,6,79
3,68,5,4,58
3,47,3,1,49
5,90,4,7,88
6,81,6,5,89
5,70,4,3,66
3,65,3,3,64
4,57,3,3,59
7,97,6,8,96
3,57,5,2,58
4,96,6,5,90
5,46,4,2,37
6,87,6,5,79
6,77,4,5,81
4,87,6,7,94
4,55,4,2,58
7,94,7,7,94
4,95,4,7,95
9,99,7,7,100
6,72,4,4,74
8,95,8,8,100
6,90,6,5,98
1,42,2,1,39
4,77,4,5,73
2,43,4,2,41
6,75,4,4,82
2,43,2,0,37
5,81,4,7,86
2,48,3,1,30
5,79,6,6,89
7,90,6,7,88
4,56,3,1,51
5,56,4,2,54
3,72,4,4,62
2,59,2,1,48
3,53,3,3,50
5,61,3,3,63
4,91,5,5,92
3,66,4,2,50
4,82,4,4,76
3,42,3,0,37
3,63,3,2,47
4,69,4,2,56
3,47,4,0,36
3,61,5,2,61
5,64,4,3,62
5,99,5,9,100
2,49,4,1,46
5,88,4,5,90
5,68,5,4,66
5,79,5,5,71
5,93,6,6,86
2,40,1,-1,33
6,91,6,6,100
3,60,5,4,59
5,78,4,4,78
5,63,5,4,63
3,48,2,1,36
7,99,7,8,100
4,83,6,6,92
8,93,8,9,100
5,65,5,3,65
3,48,4,0,31
3,59,5,3,52
5,95,7,6,100
6,74,4,5,79
6,75,4,7,73
4,81,4,5,77
5,75,3,3,70
6,93,4,6,100
2,48,3,2,36
5,61,5,4,57
2,40,2,1,23
3,44,3,0,45
4,48,2,2,33
6,76,6,5,84
5,77,5,3,76
5,58,3,3,60
5,47,5,2,50
7,81,6,8,88
5,82,6,5,78
4,71,3,4,67
4,52,3,1,54
5,59,4,2,53
5,75,3,5,75
4,82,5,5,85
6,83,6,6,96
5,76,4,3,77
5,69,3,3,58
2,49,4,2,50
5,70,5,3,71
3,64,5,4,66
3,68,5,3,61
4,63,5,3,56
5,78,4,5,73
3,60,2,1,58
3,80,3,5,79
4,48,4,4,52
5,81,3,4,86
4,81,4,4,79
1,41,2,0,34
2,43,4,2,43
